BA,Hour,Total_Load_MWh,Transportation_Load_MWh,Non-Transportation_Load_MWh
IID,22,824.8518630136986,209.31128767123286,615.5405753424658
IID,23,869.7970684931506,242.71715068493148,627.0799178082192
IPCO,0,2391.5377808219177,93.34865753424656,2298.1891232876715
IPCO,1,2445.003095890411,87.2620821917808,2357.7410136986305
IPCO,2,2471.9790958904114,75.18441095890411,2396.794684931507
IPCO,3,2454.357178082192,66.48219178082192,2387.87498630137
IPCO,4,2362.0367123287674,57.28071232876712,2304.7560000000003
IPCO,5,2229.3396438356162,48.162575342465765,2181.1770684931507
IPCO,6,2102.208575342466,36.00471232876713,2066.2038630136985
IPCO,7,1989.2648493150687,28.013150684931507,1961.251698630137
IPCO,8,1899.0409315068496,22.891232876712333,1876.1496986301368
IPCO,9,1844.0723287671233,19.46109589041096,1824.6112328767122
IPCO,10,1843.2247397260276,17.65284931506849,1825.5718904109592
IPCO,11,1870.0323835616437,18.414520547945205,1851.6178630136988
IPCO,12,1915.0006301369863,25.36328767123288,1889.6373424657534
IPCO,13,1996.0616438356165,38.10758904109589,1957.9540547945205
IPCO,14,2103.0450958904107,57.37495890410959,2045.6701369863013
IPCO,15,2170.155561643836,58.13528767123287,2112.020273972603
IPCO,16,2209.078767123288,53.68441095890411,2155.394356164383
IPCO,17,2213.5121095890413,49.175945205479444,2164.3361643835615
IPCO,18,2216.502383561644,50.714904109589035,2165.787479452055
IPCO,19,2223.438575342466,52.79356164383562,2170.64501369863
IPCO,20,2227.482410958904,52.86876712328767,2174.6136438356166
IPCO,21,2237.8849863013697,59.721589041095896,2178.163397260274
IPCO,22,2255.6059726027397,69.54821917808219,2186.0577534246577
IPCO,23,2280.9047671232875,82.88109589041096,2198.023671232877
LDWP,0,5540.761178082192,1072.9486849315067,4467.812493150685
LDWP,1,5725.370246575343,1227.0999452054793,4498.270301369864
LDWP,2,5597.457506849316,1127.7651232876713,4469.6923835616435
LDWP,3,5368.17104109589,965.6818356164383,4402.489205479452
LDWP,4,5167.131561643836,849.2736164383562,4317.85794520548
LDWP,5,4859.674575342467,738.4405205479453,4121.2340547945205
LDWP,6,4497.189890410959,637.2476438356165,3859.942246575343
LDWP,7,4076.3005753424654,479.7993424657535,3596.501232876712
LDWP,8,3723.5871232876707,380.0012602739726,3343.585863013698
LDWP,9,3446.3340821917805,318.43112328767126,3127.9029589041097
LDWP,10,3271.1729315068496,276.96764383561646,2994.2052876712332
LDWP,11,3210.0096438356163,257.09594520547944,2952.913698630137
LDWP,12,3234.7100273972605,265.9122191780822,2968.797808219178
LDWP,13,3371.6537260273976,354.95172602739717,3016.7019999999998
LDWP,14,3655.5552876712327,500.14334246575345,3155.4119452054797
LDWP,15,4087.927589041096,738.526602739726,3349.4009863013707
LDWP,16,4281.786849315069,707.9517260273973,3573.8351232876707
LDWP,17,4396.3558082191785,647.9545205479451,3748.4012876712327
LDWP,18,4505.975643835616,598.5043287671233,3907.4713150684934
LDWP,19,4670.553780821918,616.9372328767123,4053.6165479452056
LDWP,20,4852.668410958904,666.0909315068492,4186.577479452055
LDWP,21,4969.504904109589,658.6899726027398,4310.8149315068495
LDWP,22,5150.204109589041,738.5528493150686,4411.651260273972
LDWP,23,5353.766410958905,879.8715616438355,4473.894849315069
NEVP,0,5786.690849315069,230.7986301369863,5555.892219178082
NEVP,1,5931.23704109589,263.90745205479453,5667.3295890410955
NEVP,2,5950.0796712328765,241.90906849315067,5708.170602739726
NEVP,3,5849.478465753425,207.19134246575342,5642.287123287672
NEVP,4,5679.564082191781,183.32594520547946,5496.2381369863015
NEVP,5,5395.865534246575,160.11958904109588,5235.745945205479
NEVP,6,5076.316821917808,139.58202739726028,4936.734794520547
